,magnitude,ra_degrees,dec_degrees,parallax_mas,ra_mas_per_year,dec_mas_per_year,ra_hours,epoch_year,constellation
122,4.78,0.39937928,-77.06529438,14.77,-56.52,-176.95,0.026625285333333335,1991.25,Octans
154,4.37,0.48996506,-6.01397169,7.86,46.62,-41.32,0.032664337333333335,1991.25,Pisces
301,4.55,0.93488487,-17.33597002,14.31,28.57,-7.28,0.062325658,1991.25,Cetus
355,4.99,1.1255098,-10.50949443,2.03,-6.49,-11.88,0.07503398666666666,1991.25,Cetus
443,4.61,1.33394073,-5.70783255,25.38,-8.29,88.19,0.08892938199999999,1991.25,Pisces
677,2.07,2.09653333,29.09082805,33.6,135.68,-162.95,0.13976888866666667,1991.25,Andromeda
746,2.28,2.29204036,59.15021814,59.89,523.39,-180.42,0.15280269066666669,1991.25,Cassiopeia
765,3.88,2.35224949,-45.74698836,23.28,122.15,-180.13,0.15681663266666668,1991.25,Phoenix
910,4.89,2.81628415,-15.46732287,52.94,-84.2,-269.31,0.18775227666666666,1991.25,Cetus
1067,2.83,3.30895828,15.18361593,9.79,4.7,-8.24,0.22059721866666668,1991.25,Pegasus
1168,4.79,3.65045047,20.2066972,10.01,90.66,1.88,0.24336336466666667,1991.25,Pegasus
1170,4.44,3.66013628,-18.93268628,6.62,-27.15,-73.78,0.24400908533333335,1991.25,Cetus
1366,4.61,4.27306518,38.68167915,12.88,-50.01,-17.9,0.284871012,1991.25,Andromeda
1473,4.51,4.58210555,36.7853273,23.11,-66.51,-42.48,0.3054737033333333,1991.25,Andromeda
1562,3.56,4.85701265,-8.82382948,11.26,-14.37,-37.84,0.3238008433333333,1991.25,Cetus
1599,4.23,5.00797581,-64.8776232,116.38,1707.56,1165.36,0.333865054,1991.25,Tucana
2021,2.82,6.41334183,-77.25503511,133.78,2220.12,324.37,0.42755612200000004,1991.25,Hydrus
2072,3.93,6.55048418,-43.67990933,42.51,106.14,32.83,0.4366989453333333,1991.25,Phoenix
2081,2.4,6.57028075,-42.30512197,42.14,232.76,-353.64,0.4380187166666667,1991.25,Phoenix
2210,4.86,6.98213606,-33.0070446,5.95,-20.48,-50.39,0.46547573733333336,1991.25,Sculptor
2472,4.76,7.85356695,-48.80356171,18.97,140.74,19.47,0.52357113,1991.25,Phoenix
2484,4.36,7.88566992,-62.95808549,23.35,82.48,-54.37,0.525711328,1991.25,Tucana
2487,4.53,7.88898014,-62.96544985,18.95,87.95,-45.79,0.5259320093333334,1991.25,Tucana
2505,4.74,7.94299136,54.52232473,9.2,40.78,-14.81,0.5295327573333333,1991.25,Cassiopeia
2599,4.17,8.24994391,62.93178781,0.79,3.99,-2.1,0.5499962606666667,1991.25,Cassiopeia
2912,4.34,9.22016239,33.71935227,4.97,15.23,-3.56,0.6146774926666667,1991.25,Andromeda
2920,3.69,9.24277921,53.89693161,5.46,17.77,-9.15,0.6161852806666667,1991.25,Cassiopeia
3031,4.34,9.63958024,29.312369,19.34,-229.41,-254.08,0.6426386826666667,1991.25,Andromeda
3092,3.27,9.83165567,30.86122579,32.19,115.38,-83.05,0.6554437113333333,1991.25,Andromeda
3179,2.24,10.12661349,56.53740928,14.27,50.36,-32.17,0.675107566,1991.25,Cassiopeia
3245,4.59,10.33156671,-46.08500934,13.19,-28.92,1.04,0.688771114,1991.25,Phoenix
3300,4.8,10.51618425,50.51254151,2.94,12.32,-6.48,0.70107895,1991.25,Cassiopeia
3405,4.36,10.83851683,-57.46309763,13.57,-5.16,15.5,0.7225677886666666,1991.25,Phoenix
3414,4.95,10.8670447,47.02463657,18.71,-24.52,-37.16,0.7244696466666666,1991.25,Cassiopeia
3419,2.04,10.89678452,-17.9866841,34.04,232.79,32.71,0.7264523013333334,1991.25,Cetus
3455,4.77,11.04752272,-10.60927365,15.54,-6.96,-113.88,0.7365015146666667,1991.25,Cetus
3504,4.48,11.18125882,48.28438262,3.6,17.79,-7.62,0.7454172546666666,1991.25,Cassiopeia
3693,4.08,11.83495908,24.26737703,17.98,-101.23,-81.89,0.788997272,1991.25,Andromeda
3786,4.44,12.17039736,7.58520186,10.69,83.14,-50.48,0.8113598240000001,1991.25,Pisces
3801,4.9,12.20830552,50.96819154,8.37,30.28,-9.82,0.8138870346666667,1991.25,Cassiopeia
3821,3.46,12.27125262,57.8165477,167.99,1087.11,-559.65,0.8180835080000001,1991.25,Cassiopeia
3881,4.53,12.45345723,41.07895474,4.8,22.68,-18.05,0.8302304819999999,1991.25,Andromeda
4147,4.78,13.25204382,-1.1442206,6.28,6.49,-16.29,0.8834695880000001,1991.25,Cetus
4151,4.8,13.26783051,61.12355735,53.85,-68.45,169.72,0.884522034,1991.25,Cassiopeia
4292,4.83,13.75080422,58.97279657,8.02,-32.24,-40.69,0.9167202813333333,1991.25,Cassiopeia
4422,4.62,14.16671042,59.18116582,15.84,-92.56,-45.33,0.9444473613333333,1991.25,Cassiopeia
4427,2.15,14.17708808,60.71674966,5.32,25.65,-3.82,0.9451392053333334,1991.25,Cassiopeia
4436,3.86,14.18790699,38.49925513,23.93,152.78,36.82,0.945860466,1991.25,Andromeda
4463,4.4,14.30178237,23.41775997,13.44,-43.72,-46.06,0.9534521579999999,1991.25,Andromeda
4577,4.3,14.65144118,-29.35746436,4.85,22.44,6.3,0.9767627453333334,1991.25,Sculptor
4906,4.27,15.73606615,7.89007256,17.14,-80.57,25.88,1.0490710766666667,1991.25,Pisces
5165,3.32,16.52127713,-46.71849042,16.46,-70.16,31.6,1.1014184753333334,1991.25,Phoenix
5348,3.94,17.0960837,-55.24583235,11.66,21.17,29.7,1.1397389133333333,1991.25,Phoenix
5364,3.46,17.14693197,-10.181928,27.73,215.81,-138.33,1.143128798,1991.25,Cetus
5372,4.24,17.18399735,86.25711803,10.43,80.34,-11.36,1.1455998233333333,1991.25,Cepheus
5434,4.26,17.37550908,47.2418241,4.43,3.81,-13.02,1.158367272,1991.25,Andromeda
5447,2.07,17.43248991,35.62083048,16.36,175.59,-112.23,1.162165994,1991.25,Andromeda
5542,4.34,17.77471116,55.14994765,23.73,226.62,-19.34,1.184980744,1991.25,Cassiopeia
5571,4.66,17.86330901,21.03467568,7.42,41.66,-10.55,1.1908872673333333,1991.25,Pisces
5586,4.51,17.91494471,30.08972962,20.11,74.29,-37.61,1.1943296473333334,1991.25,Pisces
5742,4.67,18.43723014,24.58376482,8.64,18.58,-21.26,1.229148676,1991.25,Pisces
5862,4.97,18.79403213,-45.53209717,66.43,664.47,178.12,1.2529354753333335,1991.25,Phoenix
5896,4.25,18.93956391,-68.87623708,48.94,411.11,127.43,1.262637594,1991.25,Tucana
6193,4.74,19.86657455,27.26408682,10.49,26.21,-11.62,1.3244383033333333,1991.25,Pisces
6242,4.95,20.02049027,58.2316161,1.4,-1.31,-2.19,1.3346993513333334,1991.25,Cassiopeia
6411,4.87,20.58497087,45.5287566,16.68,32.21,8.73,1.3723313913333333,1991.25,Andromeda
6537,3.6,21.00604671,-8.18275372,28.48,-78.38,-206.88,1.400403114,1991.25,Cetus
6670,4.9,21.40503869,-14.59875437,11.31,42.54,-17.25,1.4270025793333334,1991.25,Cetus
6686,2.66,21.45251267,60.23540347,32.81,297.24,-49.49,1.4301675113333334,1991.25,Cassiopeia
6692,4.72,21.48293404,68.12994739,16.89,75.07,26.82,1.4321956026666667,1991.25,Cassiopeia
6813,4.83,21.9128547,45.40695287,35.33,356.99,-109.32,1.46085698,1991.25,Andromeda
6867,3.41,22.0914236,-43.31772906,13.94,-18.21,-207.71,1.4727615733333332,1991.25,Phoenix
7007,4.84,22.54559597,6.14393314,9.05,293.23,-46.36,1.5030397313333335,1991.25,Pisces
7083,3.93,22.81242306,-49.07307701,22.15,138.22,154.2,1.520828204,1991.25,Phoenix
7097,3.62,22.87080776,15.34583101,11.09,25.73,-3.29,1.5247205173333334,1991.25,Pisces
7294,4.68,23.48302496,59.23209665,15.96,-43.06,-23.18,1.5655349973333335,1991.25,Cassiopeia
7513,4.1,24.19990413,41.40638491,74.25,-172.57,-381.01,1.613326942,1991.25,Andromeda
7588,0.45,24.42813204,-57.23666007,22.68,88.02,-40.08,1.628542136,1991.25,Eridanus
7607,3.59,24.49792651,48.62848641,18.76,60.9,-112.42,1.6331951006666665,1991.25,Andromeda
7818,4.96,25.14501739,40.57710624,4.79,16.67,-23.5,1.6763344926666666,1991.25,Andromeda
7884,4.45,25.35794814,5.48760445,8.86,-22.73,3.61,1.690529876,1991.25,Pisces
7918,4.96,25.44381547,42.61380692,79.09,791.35,-180.16,1.6962543646666668,1991.25,Andromeda
7999,4.98,25.68132047,-3.69011692,2.71,-11.67,-34.38,1.7120880313333333,1991.25,Cetus
8068,4.01,25.9150637,50.6887655,4.55,24.08,-13.59,1.7276709133333334,1991.25,Perseus
8102,3.49,26.02136441,-15.93955597,274.17,-1721.82,854.07,1.7347576273333334,1991.25,Cetus
8198,4.26,26.34828629,9.15764102,12.63,70.82,38.99,1.7565524193333333,1991.25,Pisces
8497,4.66,27.39662961,-10.68618074,42.35,-148.9,-94.47,1.8264419740000002,1991.25,Cetus
8645,3.74,27.86504416,-10.33494526,12.59,38.78,-38.04,1.8576696106666666,1991.25,Cetus
8796,3.42,28.27041595,29.57939727,50.87,12.02,-233.69,1.8846943966666667,1991.25,Triangulum
8832,3.88,28.38235506,19.29409264,15.96,79.43,-99.1,1.892157004,1991.25,Aries
8833,4.61,28.38890233,3.18747844,17.11,23.69,23.9,1.8925934886666667,1991.25,Pisces
8837,4.39,28.41174872,-46.30244631,10.15,-92.38,-91.46,1.8941165813333332,1991.25,Phoenix
8886,3.35,28.59868107,63.67014686,7.38,31.98,-18.66,1.906578738,1991.25,Cassiopeia
8903,2.64,28.65978771,20.80829949,54.74,96.32,-108.8,1.910652514,1991.25,Aries
8928,4.68,28.73339519,-67.64748114,15.04,76.0,73.17,1.9155596793333334,1991.25,Hydrus
9007,3.69,28.98680207,-51.60958673,57.19,681.24,284.23,1.9324534713333332,1991.25,Eridanus
9009,4.97,29.00001575,68.68526545,4.65,13.82,-9.73,1.9333343833333332,1991.25,Cassiopeia
9061,4.92,29.16732782,-22.52671153,8.18,62.22,-30.19,1.9444885213333334,1991.25,Cetus
9095,4.82,29.29163705,-47.38529869,12.22,101.65,8.79,1.9527758033333333,1991.25,Phoenix
9153,4.79,29.48239763,23.5960961,24.49,-91.51,-14.45,1.9654931753333333,1991.25,Aries
9236,2.86,29.69113269,-61.56992444,45.74,262.54,26.88,1.9794088459999999,1991.25,Hydrus
9347,3.99,30.0009367,-21.07777193,10.84,133.01,-24.53,2.0000624466666665,1991.25,Cetus
9480,4.49,30.48979079,70.90704605,27.91,-54.46,-10.69,2.0326527193333335,1991.25,Cassiopeia
9487,3.82,30.51166929,2.76376048,23.45,33.29,-0.42,2.034111286,1991.25,Pisces
9505,4.99,30.57530917,54.48754946,4.41,33.79,-3.4,2.0383539446666665,1991.25,Perseus
9598,3.95,30.85912643,72.42123962,20.12,-44.0,22.51,2.0572750953333334,1991.25,Cassiopeia
9640,2.1,30.97466283,42.32984832,9.19,43.08,-50.85,2.064977522,1991.25,Andromeda
9677,4.68,31.12262534,-29.29683966,9.03,12.56,8.54,2.0748416893333332,1991.25,Fornax
9884,2.01,31.79285757,23.46277743,49.48,190.73,-145.77,2.119523838,1991.25,Aries
9977,4.78,32.12144102,37.85918337,16.48,154.22,-43.64,2.1414294013333333,1991.25,Andromeda
10053,4.98,32.35535861,25.93997268,10.19,77.5,-33.1,2.1570239073333335,1991.25,Aries
10064,3.0,32.38550383,34.98739204,26.24,148.78,-39.13,2.1590335886666665,1991.25,Triangulum
10280,4.94,33.09301632,30.30321507,10.68,-64.59,-61.07,2.206201088,1991.25,Triangulum
10324,4.36,33.25004577,8.8467523,9.01,-26.23,-14.4,2.216669718,1991.25,Cetus
10340,4.84,33.30558667,44.23168903,5.86,-20.58,-15.25,2.2203724446666664,1991.25,Andromeda
10602,3.56,34.12708452,-51.51211145,21.06,90.75,-21.9,2.275138968,1991.25,Eridanus
10644,4.84,34.26007346,34.22482985,92.2,1151.61,-246.32,2.2840048973333333,1991.25,Triangulum
10670,4.03,34.32848216,33.84732099,27.73,44.91,-52.42,2.2885654773333335,1991.25,Triangulum
11001,4.08,35.43759585,-68.6594239,24.1,-50.07,2.38,2.36250639,1991.25,Hydrus
11313,4.73,36.40583743,50.27866588,9.46,23.79,-14.35,2.4270558286666666,1991.25,Andromeda
11345,4.88,36.48755111,-12.290452,6.17,-11.71,-11.37,2.4325034073333334,1991.25,Cetus
11407,4.24,36.74627081,-47.70382692,6.17,19.97,-5.44,2.4497513873333334,1991.25,Eridanus
11484,4.3,37.03965786,8.4600887,18.53,41.72,-14.46,2.469310524,1991.25,Cetus
11569,4.46,37.26661741,67.40238385,23.04,-27.92,37.06,2.484441160666667,1991.25,Cassiopeia
11767,1.97,37.94614689,89.26413805,7.56,44.22,-11.74,2.529743126,1991.25,Ursa Minor
11783,4.74,38.02198846,-15.2443199,38.73,-80.92,-146.84,2.5347992306666667,1991.25,Cetus
11918,4.96,38.4613017,-28.2323401,7.19,-12.69,-1.4,2.56408678,1991.25,Fornax
12093,4.87,38.9687042,5.59330163,8.77,-28.89,-22.76,2.597913613333333,1991.25,Cetus
12387,4.08,39.87061789,0.3285168,5.04,14.44,-2.53,2.6580411926666665,1991.25,Cetus
12390,4.83,39.89054885,-11.87158159,36.99,172.01,-236.31,2.6593699233333337,1991.25,Cetus
12394,4.12,39.8967653,-68.2669476,21.27,87.4,0.56,2.6597843533333334,1991.25,Hydrus
12413,4.74,39.94966387,-42.89163328,25.15,92.11,-15.07,2.663310924666667,1991.25,Eridanus
12486,4.11,40.16638213,-39.85530905,22.42,135.17,-27.34,2.677758808666667,1991.25,Eridanus
12623,4.91,40.5622035,40.19438688,40.52,-16.84,-182.29,2.7041469,1991.25,Perseus
12706,3.47,40.82551897,3.23617162,39.78,-146.43,-145.27,2.7217012646666663,1991.25,Cetus
12719,4.65,40.86296031,27.70717078,8.82,3.51,-9.97,2.7241973539999997,1991.25,Aries
12770,4.24,41.03064356,-13.85867594,7.4,-7.58,-8.4,2.7353762373333335,1991.25,Cetus
12777,4.1,41.04869991,49.22866639,89.03,334.03,-89.96,2.7365799940000004,1991.25,Perseus
12828,4.27,41.23488901,10.11421979,38.71,285.17,-30.4,2.748992600666667,1991.25,Cetus
12843,4.47,41.27492276,-18.57265077,71.56,330.93,36.28,2.7516615173333334,1991.25,Eridanus
12876,4.83,41.38555249,-67.616724,11.06,66.5,44.02,2.7590368326666668,1991.25,Hydrus
13061,4.52,41.97683942,29.24742385,18.06,148.42,-125.76,2.798455961333333,1991.25,Aries
13147,4.45,42.27233113,-32.40628403,19.31,86.96,158.96,2.8181554086666667,1991.25,Fornax
13209,3.61,42.49578911,27.26079044,20.45,65.47,-116.59,2.8330526073333333,1991.25,Aries
13244,4.76,42.6189035,-75.06688108,9.92,-33.95,-27.18,2.8412602333333337,1991.25,Hydrus
13254,4.22,42.64547584,38.31890838,25.54,195.68,-108.92,2.843031722666667,1991.25,Perseus
13268,3.77,42.67413655,55.89552955,2.45,16.64,-13.76,2.8449424366666665,1991.25,Perseus
13288,4.76,42.75977464,-21.0039789,17.85,-39.0,-16.63,2.850651642666667,1991.25,Eridanus
13328,4.56,42.87846216,35.05989415,7.97,9.29,-63.02,2.858564144,1991.25,Perseus
13531,3.93,43.564427,52.76248991,13.15,-1.99,-4.53,2.9042951333333336,1991.25,Perseus
13701,3.89,44.10668245,-8.89760976,24.49,77.73,-219.99,2.940445496666667,1991.25,Eridanus
13847,2.88,44.5654818,-40.30473491,20.22,-53.53,25.71,2.97103212,1991.25,Eridanus
13879,4.68,44.69021034,39.66282739,10.02,25.88,-40.67,2.979347356,1991.25,Perseus
13884,4.98,44.69902505,-64.07129717,10.4,22.96,5.39,2.9799350033333334,1991.25,Horologium
13905,4.94,44.7654574,35.18311415,9.31,-46.49,5.81,2.9843638266666668,1991.25,Perseus
13914,4.63,44.80305773,21.34044477,11.15,-13.04,-6.55,2.9868705153333335,1991.25,Aries
13954,4.71,44.92873469,8.90740111,7.69,9.22,-14.92,2.9952489793333332,1991.25,Cetus
14135,2.54,45.56991279,4.08992539,14.82,-11.81,-78.76,3.0379941859999997,1991.25,Cetus
14146,4.08,45.59830468,-23.62433613,37.85,-145.96,-55.76,3.0398869786666665,1991.25,Eridanus
14328,2.91,46.19912598,53.50645031,12.72,0.5,-4.19,3.079941732,1991.25,Perseus
14354,3.32,46.29373754,38.84053298,10.03,128.69,-106.61,3.0862491693333336,1991.25,Perseus
14382,4.77,46.38510717,56.7055481,15.95,-13.49,70.34,3.0923404779999997,1991.25,Perseus
14576,2.09,47.04220716,40.9556512,35.14,2.39,-1.44,3.1361471439999997,1991.25,Perseus
14632,4.05,47.26201363,49.61350009,94.93,1262.29,-91.53,3.1508009086666666,1991.25,Perseus
14668,3.79,47.37345463,44.85788896,29.05,173.01,-142.05,3.1582303086666665,1991.25,Perseus
14817,4.61,47.82250605,39.61157075,10.69,-26.21,4.78,3.18816707,1991.25,Perseus
14838,4.35,47.90695691,19.72669777,19.44,154.61,-8.39,3.193797127333333,1991.25,Aries
14862,4.85,47.98432711,74.39386878,20.15,14.46,-86.21,3.198955140666667,1991.25,Cassiopeia
14879,3.8,48.01783332,-28.98910623,70.86,371.49,612.26,3.201188888,1991.25,Fornax
15110,4.87,48.72547816,21.04462873,9.59,-29.83,-77.15,3.248365210666667,1991.25,Aries
15197,4.8,48.95844499,-8.8198405,27.18,-3.82,45.52,3.2638963326666666,1991.25,Eridanus
15382,4.86,49.59206509,-22.51114978,12.79,12.55,13.07,3.3061376726666665,1991.25,Eridanus
15416,4.85,49.68259978,34.2226737,2.21,1.29,-8.68,3.3121733186666664,1991.25,Perseus
15457,4.84,49.83974536,3.36997055,109.18,268.88,93.53,3.3226496906666667,1991.25,Cetus
15474,3.7,49.87904033,-21.7579421,12.63,51.35,32.2,3.3252693553333335,1991.25,Eridanus
15510,4.26,49.97177014,-43.07154929,165.02,3038.08,726.34,3.3314513426666665,1991.25,Eridanus
15520,4.74,49.99690314,65.65232717,4.07,11.27,-14.32,3.333126876,1991.25,Camelopardalis
15549,4.47,50.08485949,29.04849835,5.09,-8.21,-16.42,3.3389906326666665,1991.25,Aries
15648,4.96,50.36086309,43.32965174,21.0,-60.43,-0.38,3.357390872666667,1991.25,Perseus
15863,1.79,51.08061889,49.86124281,5.51,24.11,-26.01,3.4053745926666665,1991.25,Perseus
15900,3.61,51.20349011,9.02906504,15.42,-74.25,-80.31,3.413566007333333,1991.25,Taurus
16083,3.73,51.79217049,9.7327724,14.68,53.61,-38.12,3.4528113659999997,1991.25,Taurus
16147,4.99,52.01270885,49.06293148,5.72,21.94,-26.83,3.4675139233333336,1991.25,Perseus
16228,4.21,52.26722684,59.94033461,0.76,-0.82,-1.85,3.484481789333333,1991.25,Camelopardalis
16244,4.67,52.34179296,49.50901919,5.84,22.16,-29.18,3.489452864,1991.25,Perseus
16245,4.71,52.34244352,-62.93843436,46.65,383.05,373.11,3.489496234666667,1991.25,Reticulum
16281,4.55,52.47810837,58.87875244,1.32,-1.94,-1.14,3.498540558,1991.25,Camelopardalis
16335,4.36,52.64367585,47.99517199,9.23,1.56,18.13,3.50957839,1991.25,Perseus
16341,4.74,52.65437447,-5.07516332,8.57,13.31,7.34,3.510291631333333,1991.25,Eridanus
16369,4.14,52.71819576,12.93668186,9.05,18.94,-1.55,3.514546384,1991.25,Taurus
16537,3.72,53.23509009,-9.45830584,310.75,-976.44,17.97,3.549006006,1991.25,Eridanus
16611,4.26,53.44686638,-21.63281597,11.02,44.91,-27.47,3.5631244253333336,1991.25,Eridanus
16826,4.32,54.12233383,48.19270068,4.66,21.41,-27.58,3.608155588666667,1991.25,Perseus
16852,4.29,54.21882896,0.40283316,72.89,-232.69,-482.0,3.6145885973333334,1991.25,Taurus
16870,4.57,54.2736588,-40.27451075,14.88,2.77,-14.23,3.61824392,1991.25,Eridanus
17304,4.99,55.56207975,-31.93839587,4.45,5.16,14.23,3.70413865,1991.25,Fornax
17313,4.97,55.59434812,33.96503899,3.53,4.39,-5.21,3.7062898746666666,1991.25,Perseus
17351,4.59,55.70884185,-37.31334485,18.34,-90.81,-71.42,3.71392279,1991.25,Eridanus
17358,3.01,55.7311754,47.7876533,6.18,23.83,-41.93,3.715411693333333,1991.25,Perseus
17378,3.52,55.81231706,-9.76519868,110.58,-91.71,742.23,3.720821137333333,1991.25,Eridanus
17440,3.84,56.04814541,-64.80709398,32.71,308.39,78.72,3.736543027333333,1991.25,Reticulum
17448,3.84,56.07969347,32.28827325,2.21,8.11,-10.32,3.7386462313333335,1991.25,Perseus
17499,3.72,56.21884811,24.1134484,8.8,21.55,-44.92,3.7479232073333337,1991.25,Taurus
17529,3.77,56.29851422,42.57854437,5.86,-14.59,1.75,3.7532342813333335,1991.25,Perseus
17531,4.3,56.30200876,24.46737879,8.75,19.35,-41.63,3.7534672506666666,1991.25,Taurus
17573,3.87,56.45663804,24.36785796,9.06,21.09,-45.03,3.7637758693333336,1991.25,Taurus
17587,4.78,56.50971937,63.34506772,4.08,-0.94,-8.41,3.7673146246666667,1991.25,Camelopardalis
17593,4.43,56.53542672,-12.1017353,6.56,55.59,60.03,3.769028448,1991.25,Eridanus
17608,4.14,56.58150135,23.94846207,9.08,21.17,-42.67,3.7721000900000003,1991.25,Taurus
17651,4.22,56.71245432,-23.248438,55.79,-159.86,-528.54,3.7808302879999998,1991.25,Eridanus
17678,3.26,56.80929799,-74.23924251,15.23,51.07,115.27,3.7872865326666667,1991.25,Hydrus
17702,2.85,56.87110065,24.10524193,8.87,19.35,-43.11,3.79140671,1991.25,Taurus
17797,4.3,57.14926223,-37.62012878,20.23,75.83,-10.69,3.809950815333333,1991.25,Eridanus
17847,3.62,57.29054669,24.05352412,8.57,17.77,-44.7,3.8193697793333334,1991.25,Taurus
17874,4.17,57.36367035,-36.2001125,15.54,-49.42,-56.63,3.82424469,1991.25,Eridanus
17884,4.39,57.38035594,65.52600645,3.38,-2.5,-13.98,3.825357062666667,1991.25,Camelopardalis
17959,4.59,57.58948256,71.33236777,9.73,18.27,-42.0,3.839298837333333,1991.25,Camelopardalis
18216,4.64,58.42784574,-24.61221253,8.46,30.93,-7.18,3.895189716,1991.25,Eridanus
18246,2.84,58.53299363,31.88365776,3.32,4.41,-9.15,3.9021995753333334,1991.25,Perseus
18255,4.46,58.57286091,-2.95473348,9.46,26.42,1.49,3.904857394,1991.25,Eridanus
18488,4.99,59.28455287,61.10891703,1.76,-3.4,-14.06,3.9523035246666667,1991.25,Camelopardalis
18505,4.95,59.3559814,63.07224944,9.65,7.58,6.01,3.9570654266666665,1991.25,Camelopardalis
18532,2.9,59.46342138,40.01027315,6.06,12.61,-24.06,3.964228092,1991.25,Perseus
18543,2.97,59.50720862,-13.50824471,14.75,60.51,-111.34,3.9671472413333335,1991.25,Eridanus
18597,4.56,59.68640623,-61.40015059,6.15,9.79,-14.39,3.9790937486666667,1991.25,Reticulum
18614,3.98,59.74124892,35.79102701,1.84,1.92,2.3,3.9827499279999996,1991.25,Perseus
18673,4.62,59.98115045,-24.01625677,9.85,11.41,17.08,3.9987433633333334,1991.25,Eridanus
18724,3.41,60.17008591,12.49037571,8.81,-8.15,-11.98,4.011339060666667,1991.25,Taurus
18744,4.48,60.2241876,-62.15936923,6.65,1.8,34.95,4.01494584,1991.25,Reticulum
18772,4.97,60.32529605,-61.07905148,9.85,66.66,94.51,4.021686403333333,1991.25,Reticulum
18907,3.91,60.78907003,5.98930909,25.24,5.52,-1.63,4.052604668666667,1991.25,Taurus
19038,4.36,61.17357446,22.0820679,18.04,91.73,-58.52,4.078238297333333,1991.25,Taurus
19167,4.25,61.64606374,50.35135022,9.41,-13.03,-36.37,4.109737582666667,1991.25,Perseus
19343,3.96,62.16530527,47.71259359,5.89,20.19,-33.26,4.144353684666666,1991.25,Perseus
19515,4.93,62.71013758,-41.99374121,18.61,199.09,69.1,4.180675838666667,1991.25,Horologium
19587,4.04,62.96638834,-6.8377787,25.98,11.92,81.28,4.197759222666667,1991.25,Eridanus
19740,4.84,63.48496228,9.26389844,8.78,-9.42,-30.6,4.232330818666666,1991.25,Taurus
19747,3.85,63.5003388,-42.29387294,27.85,41.89,-203.65,4.23335592,1991.25,Horologium
19777,4.87,63.59872149,-10.2558889,15.8,-7.61,-162.11,4.239914766,1991.25,Eridanus
19780,3.33,63.60596306,-62.47397888,19.98,41.64,49.72,4.240397537333333,1991.25,Reticulum
19811,4.67,63.72212566,40.48372394,5.2,9.72,-21.58,4.248141710666667,1991.25,Perseus
19812,4.12,63.72440722,48.40937312,4.51,5.04,-17.35,4.248293814666667,1991.25,Perseus
19849,4.43,63.8234923,-7.64455846,198.24,-2239.33,-3419.86,4.254899486666667,1991.25,Eridanus
19860,4.27,63.88352173,8.89240989,7.5,20.39,-21.75,4.258901448666666,1991.25,Taurus
19893,4.26,64.00621426,-51.48709578,49.26,100.57,184.23,4.267080950666666,1991.25,Dorado
19921,4.44,64.12118133,-59.30174841,54.84,-47.99,-167.81,4.274745422,1991.25,Reticulum
19990,4.93,64.31535896,20.57874033,34.87,-40.88,-61.45,4.2876905973333335,1991.25,Taurus
20042,3.55,64.47341068,-33.79833145,18.27,62.31,-6.75,4.298227378666667,1991.25,Eridanus
20070,4.6,64.56073112,50.29563944,10.25,46.59,-56.43,4.304048741333333,1991.25,Perseus
20205,3.65,64.94805793,15.62770031,21.17,115.29,-23.86,4.3298705286666666,1991.25,Taurus
20250,4.97,65.08847817,27.35094069,9.53,-29.04,-76.97,4.3392318780000005,1991.25,Taurus
20252,4.93,65.10273351,34.56674228,14.42,-24.95,-7.0,4.340182233999999,1991.25,Perseus
20354,4.8,65.38811942,46.4989629,7.03,21.41,-34.97,4.359207961333333,1991.25,Perseus
20455,3.77,65.73344722,17.5425843,21.29,107.75,-28.84,4.382229814666667,1991.25,Taurus
20535,3.97,66.00902233,-34.01698632,11.95,73.77,57.57,4.400601488666666,1991.25,Eridanus
20542,4.8,66.02372401,17.44421161,22.36,109.99,-33.47,4.401581600666666,1991.25,Taurus
20635,4.21,66.34207825,22.29398098,21.27,105.49,-44.14,4.422805216666666,1991.25,Taurus
20648,4.3,66.37215593,17.92798917,22.05,108.26,-32.47,4.424810395333334,1991.25,Taurus
20711,4.28,66.57664484,22.81369394,21.07,108.66,-45.83,4.438442989333334,1991.25,Taurus
20713,4.48,66.58613217,15.6183462,20.86,114.66,-33.3,4.439075478,1991.25,Taurus
20732,4.69,66.65156991,14.71385764,7.17,-7.57,-31.15,4.443437994000001,1991.25,Taurus
20877,4.96,67.10985479,16.35962902,16.78,8.12,17.79,4.473990319333334,1991.25,Taurus
20885,3.84,67.14346805,15.96221721,20.66,104.76,-15.01,4.476231203333333,1991.25,Taurus
20889,3.53,67.15388879,19.18052092,21.04,107.23,-36.77,4.4769259193333335,1991.25,Taurus
20894,3.4,67.16531219,15.8709468,21.89,108.66,-26.39,4.4776874793333326,1991.25,Taurus
21029,4.78,67.63987124,16.19407556,22.54,104.98,-25.14,4.5093247493333335,1991.25,Taurus
21139,4.91,67.96945612,-0.04399115,3.93,-3.76,-8.17,4.531297074666667,1991.25,Eridanus
21248,4.49,68.3776229,-29.76583186,26.22,-114.35,-271.56,4.558508193333334,1991.25,Eridanus
21273,4.65,68.46189659,14.84448749,21.39,103.69,-25.94,4.564126439333333,1991.25,Taurus
21281,3.3,68.49882684,-55.04500559,18.56,58.06,12.73,4.566588456000001,1991.25,Dorado
21393,3.81,68.88779874,-30.56231049,15.62,-48.92,-12.75,4.592519916,1991.25,Eridanus
21402,4.25,68.91347315,10.16091706,21.68,44.89,-52.42,4.594231543333334,1991.25,Taurus
